INDICATIVO,AÑO,MES,NOMBRE,ALTITUD,NOM_PROV,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31
1002E,2007,4,SEÑORIO DE BERTIZ,146,NAVARRA,270,110,98,30,0,0,113,34,25,141,17,355,31,5,57,-3,0,0,0,19,0,23,0,0,0,41,210,29,0,180,,011X051X,011X051X,011X051X,011X051X,051X,051X061X,011X051X061X,011X051X,011X051X061X,011X051X061X,011X051X061X,011X061X,011X051X,011X051X,011X051X,011X051X,051X061X,061X,051X061X,011X051X061X,061X,011X051X061X,061X,061X,051X,011X051X061X,011X,011X061X,051X,011X061X,
1002E,2007,5,SEÑORIO DE BERTIZ,146,NAVARRA,152,0,910,72,37,12,0,0,0,0,0,0,130,150,10,20,12,3,3,70,1,5,0,106,73,27,200,108,0,0,35,011X057X, ,011X041X057X,011X057X,011X057X,011X057X, ,057X067X,057X067X,057X067X,067X,067X,011X,011X,011X057X,011X,011X057X067X,011X057X,011X041X057X,011X,011X,011X,057X,011X041X057X067X,011X,011X057X,011X067X,011X,057X,067X,011X067X
1002E,2007,6,SEÑORIO DE BERTIZ,146,NAVARRA,115,56,0,3,0,0,0,0,345,11,0,23,0,10,0,34,12,0,0,70,0,0,0,5,40,50,6,0,0,0,,011X,011X057X,067X,011X057X067X,057X067X,057X067X,057X067X,067X,011X041X067X,011X041X057X,057X,011X057X067X,057X,011X067X,067X,011X067X,011X057X,067X,067X,011X067X,057X,067X,067X,011X,011X,011X057X,011X057X,067X,057X067X,067X,
1002E,2007,7,SEÑORIO DE BERTIZ,146,NAVARRA,5,-3,9,3,0,0,0,22,16,28,4,0,0,0,0,25,0,0,28,20,-3,1,68,5,0,0,0,0,0,0,0,011X057X067X,011X057X,011X067X,011X057X,067X,067X,,011X,011X057X,011X057X,011X057X,,067X,,,011X,,057X,011X057X,011X,011X057X,011X,011X057X,011X,057X067X,057X067X,067X,057X,,,
1002E,2007,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,25,17,15,0,0,0,0,0,0,93,20,0,16,118,500,766,587,724,8,3,0,0,0,15,10,0,067X,067X,067X,067X,067X,011X067X,011X,011X057X,067X,057X,057X,057X067X,057X,067X,011X067X,011X057X,057X067X,011X057X067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,067X,067X,067X,011X057X067X,011X057X,067X
1002E,2007,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,5,75,5,0,0,0,0,0,0,0,0,3,0,0,31,125,43,0,0,11,35,0,30,312,187,13,0,0,0,,057X067X,011X057X067X,011X057X,011X057X,067X,067X,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,011X057X067X,057X,057X067X,011X067X,011X057X,011X057X,057X067X,057X067X,011X067X,011X057X,057X067X,011X057X067X,011X057X,011X057X,011X057X,057X067X,067X,067X,
1002E,2007,10,SEÑORIO DE BERTIZ,146,NAVARRA,45,17,30,325,113,-3,8,58,24,146,0,0,0,0,0,0,19,0,0,0,0,0,85,0,0,0,0,0,112,13,0,011X067X,011X057X,011X057X,011X,011X057X,011X057X,011X057X067X,011X057X,011X057X,011X057X,,057X067X,057X067X,067X,067X,067X,011X057X067X,057X,057X067X,057X067X,057X067X,057X067X,011X057X067X,,057X067X,057X067X,057X067X,057X067X,011X057X067X,011X057X,057X
1002E,2007,11,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,0,0,0,0,0,0,57,44,0,0,0,0,31,98,0,59,44,0,76,0,0,0,0,0,,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,057X,057X067X,057X067X,057X067X,011X057X067X,011X,067X,077X,077X,077X,011X067X,011X,067X,011X067X,011X,057X,011X077X,057X,067X,057X067X,057X067X,057X067X,
1002E,2007,12,SEÑORIO DE BERTIZ,146,NAVARRA,55,59,228,0,0,0,135,119,270,283,0,0,0,0,0,0,11,0,0,0,0,0,0,0,23,0,0,0,73,27,0,011X057X067X,011X057X067X,011X057X,057X,057X067X,057X067X,011X057X067X,011X057X,011X057X,011X057X,057X,057X067X,077X,057X077X,057X077X,077X,011X077X,057X,067X,,,,057X067X,057X067X,011X057X067X,057X,057X067X,077X,011X057X067X,011X057X,
1002E,2008,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,3,10,23,50,0,16,30,2,0,358,174,0,8,164,107,164,7,0,0,0,64,0,0,0,0,0,0,0,64,0,057X067X,011X057X,011X057X,011X057X,011X057X,057X,011X057X067X,011X057X,011X057X,067X,011X,011X057X,067X,011X,011X,011X,011X057X,011X057X,057X,057X067X,077X,011X057X067X,057X,067X,057X067X,057X067X,077X,057X077X,057X,011X057X067X,057X
1002E,2008,2,SEÑORIO DE BERTIZ,146,NAVARRA,98,3,113,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,17,1,0,,,011X057X067X,011X,011X067X,011X,,067X,057X067X,077X,067X,077X,077X,,067X,067X,067X,057X077X,067X,,011X,,057X067X,057X067X,057X067X,067X,,011X067X,011X057X,011X057X,057X,,
1002E,2008,3,SEÑORIO DE BERTIZ,146,NAVARRA,4,0,191,200,9,5,55,8,69,137,8,0,0,0,19,0,79,18,0,0,360,302,385,458,78,214,385,11,0,193,161,011X057X,057X,011X057X,011X031X057X,021X,011X077X,011X,011X057X,011X057X,011X,011X057X,057X,057X067X,057X067X,011X067X,057X067X,011X067X,011X,067X,067X,011X067X,011X031X,011X,011X057X,011X,011X057X,011X057X,011X057X,057X,011X067X,011X057X
1002E,2008,4,SEÑORIO DE BERTIZ,146,NAVARRA,147,0,0,0,0,5,32,5,30,445,132,5,111,51,0,73,46,26,8,27,155,65,8,0,0,0,0,15,30,4,,011X057X,057X,057X,067X,057X067X,011X057X067X,011X067X,011X,011X067X,011X057X,011X057X,011X057X,011X067X,011X,057X067X,011X067X,011X057X,011X,011X,011X,011X,011X,011X057X,057X067X,057X067X,067X,067X,011X057X067X,011X067X,011X067X,
1002E,2008,5,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,77,0,0,0,3,140,34,0,0,30,105,0,13,0,220,11,-3,0,20,349,133,123,55,24,262,18,441,506,067X,067X,067X,011X067X,057X,057X067X,067X,011X,011X,011X057X,057X,057X,011X067X,011X057X,,011X057X067X,067X,011X067X,011X057X,011X057X,057X067X,011X057X067X,011X041X,011X057X,011X057X,011X041X,011X057X,011X,011X,011X057X,011X057X
1002E,2008,6,SEÑORIO DE BERTIZ,146,NAVARRA,26,142,5,3,87,11,81,66,187,30,130,4,30,0,51,205,66,0,0,0,0,0,72,0,0,81,0,0,0,0,,011X,011X057X,011X057X,011X057X067X,011X067X,011X057X,011X057X,011X,011X057X,011X057X,011X057X,011X,011X057X,057X,011X067X,011X,011X057X,057X,057X067X,067X,067X,067X,011X041X067X,057X,057X067X,011X041X067X,057X,067X,057X067X,067X,
1002E,2008,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,92,0,3,20,0,0,0,0,0,32,123,6,0,0,5,0,0,0,0,0,0,0,0,6,0,0,24,0,0,0,067X,011X057X067X,057X,011X067X,011X057X,,067X,067X,067X,057X067X,011X,011X057X,011X057X,057X067X,057X067X,011X057X067X,057X,067X,067X,,067X,067X,067X,057X,011X,,,011X067X,057X,057X,
1002E,2008,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,15,39,8,0,0,0,0,32,1,71,36,1,0,0,4,0,134,27,0,2,0,0,0,0,0,211,0,,,057X,067X,011X067X,011X067X,011X057X,,,067X,057X067X,011X,011X,011X057X,011X057X,011X067X,,067X,011X057X067X,067X,011X057X067X,011X057X,057X,057X067X,057X,067X,057X067X,067X,057X067X,011X067X,057X
1002E,2008,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,9,51,0,0,0,103,0,75,230,63,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,,057X067X,067X,067X,011X057X067X,011X067X,,067X,067X,011X057X,057X,011X057X067X,011X057X,011X,057X,057X067X,057X067X,067X,011X067X,057X,067X,057X067X,057X067X,067X,057X067X,057X067X,057X067X,057X067X,067X,057X067X,057X067X,
1002E,2008,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,262,131,0,0,0,225,123,0,0,0,0,0,0,0,13,0,0,0,0,304,-3,0,0,0,0,205,9,126,188,143,057X,011X057X,011X,057X,067X,067X,011X067X,011X057X,057X,057X067X,067X,057X,067X,057X067X,057X067X,011X057X067X,057X067X,057X067X,057X067X,067X,011X067X,011X,057X067X,057X067X,057X067X,057X067X,011X057X067X,011X,011X057X,011X057X,011X057X
1002E,2008,11,SEÑORIO DE BERTIZ,146,NAVARRA,131,325,32,0,463,31,40,0,0,0,132,134,2,7,2,6,40,331,2,25,155,245,426,205,0,0,0,3,2,45,,011X,011X057X,011X057X,067X,011X057X067X,011X,011X067X,057X,067X,067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X077X,057X,011X057X077X,011X057X,011X,
1002E,2008,12,SEÑORIO DE BERTIZ,146,NAVARRA,220,92,158,173,73,48,0,176,146,13,77,27,115,236,8,0,121,-3,46,0,0,0,0,0,0,16,0,5,3,0,0,011X057X,011X057X,011X,011X057X,011X057X,011X057X,057X,011X067X,011X057X,011X057X,011X021X,011X057X,011X,011X021X,011X021X057X081X,057X,011X067X,011X057X,011X057X067X,057X,057X067X,057X067X,077X,077X,077X,011X057X,057X067X,011X077X,011X,,
1002E,2009,1,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,75,4,0,-3,0,0,0,0,301,0,0,0,0,4,262,46,102,92,314,190,97,497,318,55,10,0,29,067X,057X067X,057X067X,057X067X,011X057X067X,011X021X057X,057X,021X,077X,077X,077X,077X,011X,057X,,077X,057X,011X,011X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X057X,011X057X,011X057X,011X057X,057X,011X057X
1002E,2009,2,SEÑORIO DE BERTIZ,146,NAVARRA,25,34,0,24,30,255,280,92,13,342,747,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,011X067X,011X,057X,011X,011X,011X021X057X,011X057X,011X057X,011X057X,011X,011X057X,011X057X,057X,057X,057X,057X077X,057X077X,057X,067X,057X067X,057X077X,011X057X067X,,067X,057X077X,057X067X,057X067X,057X067X,,,
1002E,2009,3,SEÑORIO DE BERTIZ,146,NAVARRA,120,31,3,220,210,74,47,32,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,47,0,0,0,011X057X,011X,011X057X,011X,011X057X,011X,011X,011X057X,011X057X,057X067X,057X067X,057X067X,067X,011X067X,057X,057X067X,067X,067X,067X,067X,077X,077X,077X,057X,057X067X,,011X057X,011X,057X,067X,057X
1002E,2009,4,SEÑORIO DE BERTIZ,146,NAVARRA,3,0,0,4,0,272,62,0,0,640,174,18,0,69,35,30,0,9,135,13,0,0,0,45,195,200,88,89,27,145,,011X057X,057X,057X,011X057X067X,057X,011X041X067X,011X057X,057X,067X,011X,011X,011X057X,057X,011X067X,011X,011X,057X,011X067X,011X057X,011X057X,057X,057X067X,057X067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X067X,
1002E,2009,5,SEÑORIO DE BERTIZ,146,NAVARRA,2,0,6,2,0,0,92,10,45,78,50,0,514,115,3,0,0,0,0,85,0,5,126,13,106,34,0,0,0,0,0,011X,067X,011X057X067X,011X057X,057X067X,057X067X,011X031X041X057X067X,011X057X067X,011X,011X057X,011X031X057X,057X067X,011X041X057X,011X057X,011X,067X,067X,067X,067X,011X067X,057X,011X057X067X,011X057X,011X057X,011X057X,011X057X,,067X,067X,067X,057X067X
1002E,2009,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,32,20,72,21,70,0,0,0,0,0,43,22,41,100,0,4,0,0,0,0,10,2,0,0,0,0,0,,067X,067X,067X,011X067X,011X057X,011X031X,011X057X,011X,067X,067X,067X,067X,067X,011X057X067X,011X057X,011X057X067X,011X041X,057X,011X057X,067X,067X,067X,067X,011X067X,011X067X,057X,067X,067X,067X,,
1002E,2009,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,5,8,0,15,10,0,0,0,0,0,0,0,0,14,240,0,0,0,0,0,0,0,0,0,29,0,0,3,0,067X,,011X057X,011X057X,057X,011X,011X,057X,,067X,067X,,,,,011X,011X,057X,067X,067X,,067X,067X,,067X,067X,011X,,067X,011X057X,057X
1002E,2009,8,SEÑORIO DE BERTIZ,146,NAVARRA,55,0,0,0,40,51,3,30,8,0,0,0,0,0,0,0,3,0,0,25,0,0,0,0,39,0,8,15,0,0,0,011X,,057X,057X067X,011X067X,011X,011X,011X057X,011X057X,057X,067X,,057X,057X,067X,057X,011X057X,057X,,011X,,057X,067X,,011X,057X,011X067X,011X057X,,057X,067X
1002E,2009,9,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,15,38,0,0,0,0,0,0,0,0,0,0,40,3,326,305,20,308,20,0,0,0,0,0,0,0,0,0,,057X,,011X057X,011X057X,057X,057X067X,067X,067X,057X,057X,057X,057X,057X,057X067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X,057X,057X,067X,057X,057X,057X,057X067X,
1002E,2009,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,0,25,64,10,45,110,39,0,0,0,0,0,0,0,132,60,342,145,24,3,0,0,0,0,0,0,057X,057X,057X,067X,067X,067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,057X067X,057X067X,057X067X,057X067X,057X067X,057X067X,067X,011X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X067X,057X067X,067X,057X067X,057X067X
1002E,2009,11,SEÑORIO DE BERTIZ,146,NAVARRA,254,34,54,137,270,190,472,826,4,444,15,0,0,9,0,0,0,0,0,0,13,0,0,0,15,0,0,48,64,508,,011X067X,011X,011X,011X057X,011X057X,011X057X,011X041X,011X041X,011X,011X057X,011X057X,067X,067X,011X,,,,057X,057X,057X,011X,067X,067X,067X,011X,067X,067X,011X067X,011X,011X031X041X,
1002E,2009,12,SEÑORIO DE BERTIZ,146,NAVARRA,62,82,156,144,0,0,11,0,0,0,6,0,0,0,0,0,-3,70,-3,0,0,56,86,93,13,79,5,46,61,0,27,011X057X067X,011X057X067X,011X,011X057X067X,,,011X,057X,057X067X,057X067X,057X067X,057X067X,057X,057X,057X,077X,021X057X,011X021X,021X,077X,,011X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X057X,,011X
1002E,2010,1,SEÑORIO DE BERTIZ,146,NAVARRA,84,-3,31,29,30,0,0,-3,70,128,0,118,62,445,0,34,6,0,58,45,0,10,35,45,0,0,0,107,425,346,25,011X067X,011X057X,011X,011X057X067X,011X057X,057X,057X,021X077X,021X081X,021X081X,077X081X,011X077X,011X057X,011X,057X,011X,011X057X,057X,011X,011X057X,057X,011X057X,011X057X,011X057X,,057X077X,057X,011X057X,011X057X,011X057X,011X021X057X081X
1002E,2010,2,SEÑORIO DE BERTIZ,146,NAVARRA,50,0,0,44,18,75,0,100,100,22,20,70,0,0,0,0,27,76,64,-3,0,58,0,0,23,8,0,0,,,,011X021X081X,057X,077X,011X,011X057X,011X,057X,011X067X,011X057X,021X057X,021X081X,021X081X,081X,081X,077X,057X067X,011X057X,011X057X,011X,011X057X,,011X,,,011X,011X,,,,,
1002E,2010,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,36,55,0,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,45,0,0,30,6,0,0,0,100,138,110,,,,011X,011X057X,077X,077X,077X,077X,021X,021X081X,057X,057X,057X,077X,,067X,,,,011X,057X,067X,011X,011X,,,067X,011X067X,011X,011X067X
1002E,2010,4,SEÑORIO DE BERTIZ,146,NAVARRA,14,0,158,70,0,56,50,0,0,0,0,0,0,0,4,0,0,0,0,0,64,41,-3,0,0,0,0,0,200,130,,011X057X,067X,011X057X,011X,057X,011X067X,011X057X,057X,057X067X,067X,067X,067X,057X067X,057X067X,011X057X,057X067X,067X,,067X,057X067X,011X067X,011X,011X057X,057X067X,057X067X,057X067X,057X067X,067X,011X041X,011X057X,
1002E,2010,5,SEÑORIO DE BERTIZ,146,NAVARRA,120,78,65,469,229,0,20,16,74,0,0,43,14,127,235,4,0,0,0,0,0,0,0,0,0,68,9,4,0,10,0,011X057X,011X057X,011X057X,011X057X,011X057X,057X,011X057X067X,011X057X,011X,067X,057X067X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X,067X,057X067X,067X,067X,067X,067X,,011X067X,011X057X067X,011X057X,057X067X,011X,
1002E,2010,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,205,4,15,75,0,9,10,54,9,90,55,440,14,67,200,0,0,0,0,0,0,0,4,0,0,0,,057X,,,067X,011X041X,011X057X,011X067X,011X057X,,011X,011X,011X057X,011X057X,011X,011X057X,011X057X,011X057X,011X057X,011X057X,,067X,067X,057X067X,067X,067X,067X,011X067X,057X067X,057X,067X,
1002E,2010,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,6,8,0,6,0,0,6,0,0,0,0,0,0,0,2,0,0,0,112,68,5,8,0,10,0,0,0,20,0,2,057X067X,011X,011X057X,057X,011X,,057X,011X067X,057X,057X067X,057X,,,,067X,011X057X,057X,,067X,011X041X067X,011X057X,011X057X,011X057X,057X,011X057X,057X,067X,057X,011X057X,057X,011X057X
1002E,2010,8,SEÑORIO DE BERTIZ,146,NAVARRA,0,52,19,115,0,0,0,0,0,0,47,12,6,18,0,0,0,0,0,0,0,0,45,-3,0,0,15,-3,0,0,0,057X,011X057X,011X057X,011X057X,,057X067X,057X067X,067X,057X,057X,011X057X,011X,011X057X,011X057X,057X,067X,057X,057X,,067X,057X067X,067X,011X,011X057X,067X,067X,011X067X,011X,067X,067X,057X067X
1002E,2010,9,SEÑORIO DE BERTIZ,146,NAVARRA,5,0,0,0,0,272,20,12,25,0,0,0,0,0,7,60,35,0,0,0,0,0,46,173,23,0,0,0,13,0,,011X067X,057X,057X,057X,057X067X,011X057X067X,011X057X,011X067X,011X057X,057X067X,067X,057X,057X067X,057X067X,011X067X,011X057X,011X057X,057X067X,057X067X,067X,067X,057X067X,011X057X067X,011X057X,011X,,057X067X,057X067X,011X057X067X,057X,
1002E,2010,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,185,32,0,0,0,0,115,347,4,0,0,0,0,0,0,0,8,10,0,0,4,140,0,0,0,0,113,0,273,057X067X,067X,011X,011X057X,067X,067X,067X,067X,011X,011X057X,011X057X,057X,057X067X,057X067X,057X067X,057X067X,057X067X,067X,011X057X067X,011X057X,057X067X,067X,011X057X067X,011X057X,057X,057X067X,057X067X,057X067X,011X067X,057X,011X
1002E,2010,11,SEÑORIO DE BERTIZ,146,NAVARRA,67,47,6,0,0,140,254,207,136,250,0,0,0,96,250,8,65,9,6,135,417,220,85,8,243,29,0,50,0,0,,011X,011X057X,011X057X,057X,057X067X,011X057X067X,011X057X,011X,011X,011X057X,057X,067X,067X,011X,011X057X067X,011X057X,011X,011X057X,011X057X067X,011X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,011X077X,057X,,
1002E,2010,12,SEÑORIO DE BERTIZ,146,NAVARRA,95,42,165,22,4,10,0,50,0,0,0,0,0,0,0,0,160,0,0,34,19,274,340,78,0,0,0,0,0,0,0,011X077X,011X021X057X,011X021X,011X057X,011X,011X,,011X,057X,057X067X,077X,077X,057X,057X067X,077X,057X077X,011X,057X,077X,011X077X,011X,011X057X,011X057X,011X,,077X,077X,,,057X,067X
1002E,2011,1,SEÑORIO DE BERTIZ,146,NAVARRA,20,5,0,5,0,0,0,17,21,30,135,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,106,0,0,011X057X077X,011X057X,057X067X,011X057X077X,057X,,,011X,011X057X,011X057X,011X057X,011X057X,057X,057X,057X067X,067X,067X,011X057X067X,057X,057X067X,077X,057X,057X,077X,057X,057X077X,077X,011X057X,011X057X,057X,057X
1002E,2011,2,SEÑORIO DE BERTIZ,146,NAVARRA,0,10,0,0,0,0,0,0,0,0,0,0,127,0,40,0,0,0,22,85,354,723,35,0,0,250,552,20,,,,057X,011X057X,057X,057X,057X067X,057X067X,077X,077X,077X,057X077X,057X,057X,011X067X,057X,011X,,067X,067X,011X067X,011X057X,011X057X,011X,011X057X,057X,057X,011X057X,011X031X,011X057X,,,
1002E,2011,3,SEÑORIO DE BERTIZ,146,NAVARRA,5,5,0,0,0,0,0,0,0,0,0,-3,0,22,492,110,120,10,3,0,0,8,0,0,0,0,110,31,95,7,0,011X057X,011X057X,057X,057X,057X067X,057X077X,057X077X,,,057X067X,057X067X,011X,067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X057X,067X,057X067X,011X057X067X,067X,,,067X,011X067X,011X057X,011X057X,011X057X,057X
1002E,2011,4,SEÑORIO DE BERTIZ,146,NAVARRA,0,23,75,0,0,0,0,0,0,26,20,10,0,0,0,0,0,0,0,0,0,0,98,148,38,0,0,0,0,0,,067X,011X067X,011X057X,057X,057X067X,067X,067X,067X,067X,011X,011X057X,011X057X,057X067X,057X067X,067X,057X067X,067X,,,,,,011X067X,011X057X,011X057X,057X,057X067X,057X067X,057X067X,067X,
1002E,2011,5,SEÑORIO DE BERTIZ,146,NAVARRA,33,41,10,0,0,15,55,0,0,0,11,0,50,5,0,0,0,15,0,0,0,0,0,0,55,15,0,0,0,250,65,011X067X,011X057X,011X057X,057X067X,057X067X,011X067X,011X,067X,067X,067X,011X,057X,011X057X067X,011X057X,067X,067X,057X067X,011X067X,057X,,,,,057X,011X,011X,,067X,067X,011X,011X057X
1002E,2011,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,395,119,4,19,4,0,0,0,0,10,3,0,0,0,0,0,3,0,0,0,0,0,74,5,0,,,067X,067X,067X,067X,011X057X,011X057X,011X,011X067X,011X057X,057X,067X,067X,067X,011X067X,011X057X,,067X,067X,067X,,011X,057X,057X067X,067X,067X,067X,011X057X,011X057X,,
1002E,2011,7,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,3,0,-3,0,85,0,0,192,70,0,0,53,50,155,116,10,32,18,12,243,110,177,15,0,0,0,0,067X,067X,057X,067X,011X067X,,011X,067X,011X,057X,067X,011X031X067X,011X057X,,057X067X,011X067X,011X057X,011X057X,011X057X,011X057X,011X,011X,011X057X,011X057X,011X057X,011X057X,011X057X,067X,057X067X,057X067X,057X067X
1002E,2011,8,SEÑORIO DE BERTIZ,146,NAVARRA,5,0,0,0,0,16,5,3,0,0,0,0,0,4,0,0,0,17,0,0,0,0,14,-3,21,15,0,0,0,0,90,011X067X,,067X,057X,057X067X,011X067X,011X057X,011X,067X,067X,057X067X,057X,,011X057X,057X,,067X,011X,,067X,067X,,011X057X,011X057X,011X,011X,067X,057X,067X,,011X067X
1002E,2011,9,SEÑORIO DE BERTIZ,146,NAVARRA,14,264,15,6,0,0,0,0,0,0,0,0,0,0,0,8,44,242,7,0,0,0,42,0,0,0,0,0,0,0,,011X057X,011X067X,011X057X,011X057X,067X,057X,057X,057X,057X067X,067X,067X,057X067X,057X067X,,067X,011X057X067X,011X057X,011X057X,011X057X,057X,057X067X,057X067X,011X057X067X,057X,057X067X,057X067X,067X,067X,057X067X,067X,
1002E,2011,10,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,0,125,146,35,4,0,4,-3,0,0,0,0,0,0,90,0,0,0,0,23,0,0,148,7,0,0,275,067X,067X,057X067X,057X067X,057X067X,011X057X067X,011X057X,011X057X,011X057X,057X067X,011X057X067X,011X057X,057X067X,057X067X,067X,057X067X,057X067X,067X,011X057X,057X,057X067X,067X,067X,011X,067X,067X,011X,011X057X,057X,057X067X,011X067X
1002E,2011,11,SEÑORIO DE BERTIZ,146,NAVARRA,-3,0,143,238,1530,570,105,0,5,0,0,0,0,10,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,,011X057X,067X,011X,011X,011X057X,011X057X,011X057X,057X,011X067X,,067X,067X,,011X,,067X,057X067X,067X,067X,067X,067X,011X057X067X,011X057X067X,057X,057X067X,057X067X,057X067X,057X067X,067X,067X,
1002E,2011,12,SEÑORIO DE BERTIZ,146,NAVARRA,79,103,0,68,70,16,0,0,0,0,30,-3,0,40,-3,340,452,129,115,143,92,9,55,0,0,0,0,145,95,18,13,011X,011X057X,067X,011X057X,011X057X,011X057X,057X067X,057X067X,057X067X,057X067X,011X057X067X,011X057X,067X,011X,011X,011X031X,011X041X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X,057X077X,077X,011X077X,011X057X,011X057X,011X057X
1002E,2012,1,SEÑORIO DE BERTIZ,146,NAVARRA,51,85,46,16,298,11,14,28,0,0,0,0,0,0,2,0,0,7,82,150,64,63,15,0,0,100,7,196,0,0,273,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X067X,057X067X,077X,057X,057X067X,011X077X,057X,057X,011X057X077X,011X057X,011X057X,011X057X,011X057X,011X057X,057X,057X067X,011X057X067X,011X057X,011X057X067X,057X,057X,011X057X
1002E,2012,2,SEÑORIO DE BERTIZ,146,NAVARRA,34,11,0,92,181,20,14,0,0,0,0,0,70,44,96,0,0,17,48,0,0,0,0,0,0,0,0,0,0,,,011X057X,021X057X,077X,021X077X,011X081X,011X,021X,077X,077X,077X,077X,077X,011X077X,011X057X,011X057X,057X,067X,011X057X,011X057X,077X,077X,077X,077X,067X,057X,057X,057X,057X,077X,,
1002E,2012,3,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,92,100,69,42,3,0,0,0,0,0,0,0,0,48,79,18,24,158,0,0,0,0,0,0,0,0,0,0,057X,077X,057X,011X067X,011X,011X057X,011X057X,011X,077X,057X067X,057X067X,057X067X,057X067X,057X067X,067X,067X,011X057X067X,011X,011X057X,011X057X,011X,057X,057X,,067X,067X,067X,067X,067X,067X,067X
1002E,2012,4,SEÑORIO DE BERTIZ,146,NAVARRA,0,3,5,43,36,38,138,38,0,78,8,118,100,160,188,3,64,73,199,34,102,8,118,31,50,3,370,250,56,45,,057X,011X057X,011X057X,011X057X,011X057X,011X057X,011X,011X057X,057X,011X,011X,011X,011X057X,011X057X,011X057X,011X,011X067X,011X,011X057X,011X057X,011X,011X057X,011X,011X,011X,011X057X,011X,011X057X,011X,011X057X,
1002E,2012,5,SEÑORIO DE BERTIZ,146,NAVARRA,0,0,0,0,9,0,43,18,0,0,0,0,0,0,0,0,0,30,338,337,346,40,0,0,0,0,0,0,0,0,0,067X,067X,067X,067X,011X,,011X067X,011X,067X,067X,067X,067X,067X,057X067X,067X,067X,,011X057X,011X,011X057X,011X057X,011X057X,057X,057X067X,067X,067X,067X,067X,067X,057X,057X
1002E,2012,6,SEÑORIO DE BERTIZ,146,NAVARRA,0,215,11,0,0,0,0,0,8,90,102,4,0,0,0,0,0,67,14,218,0,0,0,0,0,0,0,0,0,40,,067X,011X067X,011X057X,067X,067X,067X,067X,067X,011X057X,011X,011X041X,011X,067X,067X,067X,067X,,011X,011X057X,011X041X067X,,067X,057X,067X,067X,067X,067X,067X,,011X067X,
